stem_id,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept
17_1687592594,17_1687592594_2,kixii bahede,kixii bahede,k i x i i # b a h e d e,wieder herabholen,bring down again,turunkan lagi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_3,eaha:ede,eaha:ede,e a h a:e d e,(noun) Erklettern usw,"the climbing , etc.","pendakian , dll.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_4,eahedea,eahedea,e a h e d e a,"Erkletternsort , Herabholensort","climbing place , fetching down place","tempat memanjat , mengambil tempat turun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_5,epaede,epaede,e p a e d e,Bambusstock zum Abstoßen der Früchte,Bamboo stick to push off the fruit,Tongkat bambu untuk mendorong buah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
17_1687592594,17_1687592594_6,eeede,eeede,e e e d e,"das , was zum Erklettern benutzt wird",that which is used for climbing,yang digunakan untuk memanjat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
17_1687592594,17_1687592594_7,edede,edede,e d e d e,(noun) Erkletterte,the (thing) climbed (noun),(benda) yang dipanjat (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_8,edede ukaka eˀana ehũã,edede ukaka e'ana ehũã,e d e d e # u k a k a # e ' a n a # e h ũ ã,das Herabgeholte jenes Menschen sind Früchte,the thing brought down by that person is fruit,benda yang dibawa oleh orang itu adalah buah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687592594,17_1687592594_9,kedéaˀa,kedea'a,k e d e a ' a,etwas zum Herabholen/ Erklettern benutzen,use something to bring down/climb,menggunakan sesuatu untuk menurunkan/memanjat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
17_1687593385,17_1687593385_0,kedo,kedo,k e d o,weinen,weep,menangis,kabedo,kabedo,k a b e d o,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_1,kapa:edo,kapa:edo,k a p a:e d o,zum Weinen veranlassen,cause to weep,menyebabkan menangis,kabapa:edo,kabapa:edo,k a b a p a:e d o,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_10,eedo,eedo,e e d o,das Weinen,the weeping,tangisan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_11,poedo,poedo,p o e d o,ein Schreihals sein,be a screamer,jadilah orang yang berteriak/peneriak/penyeru (?),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_12,kebedo yadixoada,kebedo yadixoada,k e b e d o # y a d i x o a d a,sie weinen laut,they cry loudly,mereka menangis dengan keras,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,108z11,108z11,108z11,emotion,NA,NA,NA
17_1687593385,17_1687593385_13,kapa:edoi,kapa:edoi,k a p a:e d o i,sie weinten alle,they all cried,mereka semua menangis,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,§ 52b,§ 52b,§ 52b,emotion,NA,NA,NA
17_1687593385,17_1687593385_14,kedoi,kedoi,k e d o i,beweinen,weep,menangis,kaba:edoi,kaba:edoi,k a b a:e d o i,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_15,hoo bedoi,hoo bedoi,h o o # b e d o i,bereits beweinen,already mourn,sudah berkabung,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_16,kedóiya,kedóiya,k e d ó i y a,wird beweinen,will weep for,akan menangis,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_17,kahabedoi,kahabedoi,k a h a b e d o i,gehen zu weinen,go to weep,pergi menangis,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G65,G65,G65,emotion,NA,NA,NA
17_1687593385,17_1687593385_2,ki kipa:edói iˀioo ukabake eˀana,ki kipa:edói i'ioo ukabake e'ana,k i # k i p a:e d ó i # i ' i o o # u k a b a k e # e ' a n a,sie beweinen jenen Verstorbenen dauernd,they weep for that deceased person all the time,mereka menangisi orang yang telah meninggal itu sepanjang waktu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_3,kidedoi,kidedoi,k i d e d o i,beweint werden,be mourned,berkabung,kidiedoi; kidaba:edoi,kidiedoi; kidaba:edoi,k i d i e d o i ; # k i d a b a:e d o i,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_4,ededoi,ededoi,e d e d o i,(noun) Beweinte,the (person) mourned/lamented (noun),(orang) yang berduka/berkabung (kata benda),edaba:edoi; ediedoi,edaba:edoi; ediedoi,e d a b a:e d o i ; # e d i e d o i,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_5,epa:edoi,epa:edoi,e p a:e d o i,(noun) Beweinen,the weeping/mourning/lamenting,tangisan/berkabung/ratapan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_6,eedoiyo,eedoiyo,e e d o i y o,(noun) zu Beweinende,the (person) to be mourned (noun),(orang) yang akan berduka (kata benda),eaba:edoiyo,eaba:edoiyo,e a b a:e d o i y o,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
17_1687593385,17_1687593385_7,kapaedoipe,kapaedoipe,k a p a e d o i p e,laßt uns beweinenǃ,let us weepǃ,mari kita menangisǃ,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G16,G16,G16,emotion,NA,NA,NA
17_1687593385,17_1687593385_8,paédoi,paedoi,p a e d o i,beweint einanderǃ,weep for one anotherǃ,saling menangisi satu sama lainǃ,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G16,G16,G16,emotion,NA,NA,NA
17_1687593385,17_1687593385_9,ededoaˀa,ededoa'a,e d e d o a ' a,(noun) Beweinte,the (person) mourned/lamented (noun),(orang) yang diratapi/yang dikabungi,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,s kedoaˀa,see kedoaˀa,lihat kedoaˀa,emotion,NA,NA,NA
17_1687593531,17_1687593531_0,kedoaˀa,kedoa'a,k e d o a ' a,achten,to respect,menghormati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687593531,17_1687593531_1,ededoaˀa,ededoa'a,e d e d o a ' a,der Geachtete,the respected,yang dihormati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s edo,see edo,lihat edo,NA,NA,NA,NA
17_1687593531,17_1687593531_2,epaedoaˀa,epaedoa'a,e p a e d o a ' a,Nachsicht,indulgence,aksi memanjakan diri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687593600,17_1687593600_0,epaˀedoáho,epa'edoáho,e p a ' e d o á h o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ˀedóhoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687593689,17_1687593689_0,kabuˀedoha i-,kabu'edoha i-,k a b u ' e d o h a # i -,er hängte sich an etwas,he clung to something,dia menggelantung pada sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_0,kiˀedóhoa,ki'edóhoa,k i ' e d ó h o a,"festgehängt sein , herabhängen , sich verfangen haben","to be attached , to hang down , to be caught","terjebak , menggantung , terjerat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_1,hoo buˀedóhoa,hoo bu'edóhoa,h o o # b u ' e d ó h o a,hing bereits herab,was already hanging down,sudah menggantung ke bawah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_2,abuˀeˀedóhoa,abu'e'edóhoa,a b u ' e ' e d ó h o a,wenn herabhängt,when hanging down,saat menggantung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_3,kipaˀedóhoa,kipa'edóhoa,k i p a ' e d ó h o a,etwas aufhängen auf (tr),hang something up (tr),menggantungkan sesuatu (transitif),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_4,dapaˀedóhoa,dapa'edóhoa,d a p a ' e d ó h o a,sie hängen auf,they hang up,mereka meggantung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110z33,110z33,110z33,NA,NA,NA,NA
17_1687594051,17_1687594051_5,edipaˀedóhoa,edipa'edóhoa,e d i p a ' e d ó h o a,Aufgehängtes,(things) suspended (noun),(benda) yang ditangguhkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_6,epaˀedoáho,epa'edoáho,e p a ' e d o á h o,Aufzuhängendes,(things) to be hung (noun),(benda) yang digantung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594051,17_1687594051_7,epahaˀedoáha,epaha'edoáha,e p a h a ' e d o á h a,Aufhängensort,Hanging place,Tempat menggantung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594147,17_1687594147_0,eaheˀe,eahe'e,e a h e ' e,Böswilligkeit,malice,kedengkian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687594147,17_1687594147_1,kaheˀe,kahe'e,k a h e ' e,sich erdreisten,to dare,berani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126z31,126z31,126z31,NA,NA,NA,NA
17_1687615247,17_1687615247_0,eˀéaˀa - eˀeaˀá:əaˀa,e'ea'a - e'ea'á:u̇a'a,e ' e a ' a # - # e ' e a ' á:u̇ a ' a,"schleife , poliere - schleift!","grind/sharpen/sand (sg) , polish (sg) - grind/sharpen/sand (pl)!","menggiling, memoles – giling!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_1,kiˀeˀéaˀa,ki'e'ea'a,k i ' e ' e a ' a,schleifen,grind/sharpen/sand,menggiling,kahaheˀéaˀa; kaheheˀéaˀa,kahahe'ea'a; kahehe'ea'a,k a h a h e ' e a ' a ; # k a h e h e ' e a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_2,hoo bahaheˀéaˀa,hoo bahahe'ea'a,h o o # b a h a h e ' e a ' a,schliff bereits,already sanded,sudah menggiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_3,kidiˀEˀéaˀa,kidi'E'ea'a,k i d i ' E ' e a ' a,wird geschliffen,will be/is sanded,akan digiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_4,ediˀEˀéaˀa,edi'E'ea'a,e d i ' E ' e a ' a,(noun) Geschliffene,the (thing) sanded (noun),(benda) yang digiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_5,eaheˀéaˀa,eahe'ea'a,e a h e ' e a ' a,(noun) Schleifen,the sanding,penggilingan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687615247,17_1687615247_6,eaheˀeaˀá:əa,eahe'ea'á:u̇a,e a h e ' e a ' á:u̇ a,Schleifensort = Schleifstein,Grinding point = grindstone,tempat penggilingan = batu asah/batu gerinda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vgl kahaheˀeki iˀioo u- 'etwas schleifen , feilen'","cf. kahaheˀeki iˀioo u- 'grind , file something'","cf. kahaheˀeki iˀioo u- 'menggiling, mengikir/mengasah sesuatu'",NA,NA,NA,NA
17_1687615559,17_1687615559_0,ˀua kiˀeˀebái,'ua ki'e'ebái,' u a # k i ' e ' e b á i,ich schneide ein (schräg von der Seite),I cut in (diagonally from the side),Saya memotong (secara diagonal dari samping),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G68,G68,G68,NA,NA,NA,NA
17_1687615559,17_1687615559_1,kabuˀéˀebài,kabu'e'ebài,k a b u ' e ' e b à i,wir schneiden ein,we cut in,kami memotong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687616034,17_1687616034_0,kiˀẽˀẽhẽ,ki'ẽ'ẽhẽ,k i ' ẽ ' ẽ h ẽ,husten,to cough,batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ˀẽhẽ,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616034,17_1687616034_1,hoo mũˀẽˀẽhẽ,hoo mũ'ẽ'ẽhẽ,h o o # m ũ ' ẽ ' ẽ h ẽ,hustete bereits,already coughed,sudah batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616034,17_1687616034_2,poˀẽˀẽhẽ,po'ẽ'ẽhẽ,p o ' ẽ ' ẽ h ẽ,ein Huster sein,be a cougher,menjadi batuk-batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 64b,§ 64b,§ 64b,cough,NA,NA,NA
17_1687616034,17_1687616034_3,kiˀẽˀẽhé:i,ki'ẽ'ẽhe:i,k i ' ẽ ' ẽ h e:i,jmd/ etwas anhusten,to cough on someone/something,batuk pada sesuatu/seseorang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616034,17_1687616034_4,enĩˀẽˀẽ́hé:i,enĩ'ẽ'ẽ́he:i,e n ĩ ' ẽ ' ẽ ́ h e:i,(noun) Angehustete,the (person) coughed on (noun),(orang) yang terbatuk-batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616034,17_1687616034_5,kiˀẽˀẽhẽ́ãˀã,ki'ẽ'ẽhẽ́ã'ã,k i ' ẽ ' ẽ h ẽ ́ ã ' ã,wegen etwas husten,to cough because of something,batuk karena sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616034,17_1687616034_6,enĩˀẽˀẽhẽ́ãˀã,enĩ'ẽ'ẽhẽ́ã'ã,e n ĩ ' ẽ ' ẽ h ẽ ́ ã ' ã,"das , weswegen gehustet wird",that because of which people cough,penyebab orang batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cough,NA,NA,NA
17_1687616507,17_1687616507_0,ayabaˀeˀei,ayaba'e'ei,a y a b a ' e ' e i,er schlief mit ihr,he slept with her,dia tidur dengan dia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125z12,125z12,125z12,intercourse,NA,NA,NA
17_1687616507,17_1687616507_1,kipaˀeˀei,kipa'e'ei,k i p a ' e ' e i,Geschlechtsverkehr ausüben ; ehebrechen,engage in sexual intercourse ; commit adultery,melakukan hubungan seksual ; melakukan perzinahan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H16 paèie 'overspel bedrijven , buitenechtelijke gemeenschap , minnehandel hebben'","H16 paèie 'commit adultery , have extra-marital intercourse , engage in minstrelsy'","H16 paèie 'melakukan perzinahan, melakukan hubungan seksual di luar nikah, terlibat dalam pengamen'",intercourse,NA,NA,sex ; CHECK THIS !
17_1687616507,17_1687616507_2,epaˀeˀei,epa'e'ei,e p a ' e ' e i,"Koitus , Geschlechtsverkehr","coitus , sexual intercourse","senggama , hubungan seksual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intercourse,NA,NA,NA
17_1687616507,17_1687616507_3,epaˀeˀéiya,epa'e'eiya,e p a ' e ' e i y a,"Ort , wo man miteinander schläft",Place where you sleep together,Tempat di mana Anda tidur bersama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17_1687616507,17_1687616507_4,kipuˀeˀei,kipu'e'ei,k i p u ' e ' e i,kastrieren,castrate,mengebiri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl auch eˀee 'Vagina',cf. juga eˀee 'vagina',lih. juga eˀee 'vagina',NA,NA,NA,body-part ; CHECK THIS
17_1687616741,17_1687616741_0,kieˀenei,kie'enei,k i e ' e n e i,eine Öffnung in etwas schneiden,to cut an opening in something,membuat lubang pada sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl ˀeˀebai 'schräg einschneiden',cf. ˀeˀebai 'cut diagonally',bdk. ˀeˀebai 'memotong secara diagonal',cut,NA,NA,cutting
17_1687617642,17_1687617642_0,kiˀẽˀẽpã,ki'ẽ'ẽpã,k i ' ẽ ' ẽ p ã,fliegen,to fly,terbang,kaˀẽˀẽpã,ka'ẽ'ẽpã,k a ' ẽ ' ẽ p ã,NA,NA,NA,NA,NA,NA,NA,NA,ˀẽpã,NA,NA,NA,NA,"vgl ekẽˀẽpã 'Vogel , Tier'","cf. ekẽˀẽpã 'Bird , animal'","bdk. ekẽˀẽpã 'Burung , binatang'",motion verb ; fly,NA,NA,fauna ; bird ; CHECK THIS
17_1687617642,17_1687617642_1,hoo buˀẽˀẽpã,hoo bu'ẽ'ẽpã,h o o # b u ' ẽ ' ẽ p ã,flog bereits,already flew,sudah terbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_10,eˀẽpãhã,e'ẽpãhã,e ' ẽ p ã h ã,Fliegensort,Fly location,lokasi terbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_11,edipaˀẽˀẽpã,edipa'ẽ'ẽpã,e d i p a ' ẽ ' ẽ p ã,"das , was man fliegen laßt",that which you let fly,sesuatu yang Anda biarkan terbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_2,kiˀẽˀẽpãhã,ki'ẽ'ẽpãhã,k i ' ẽ ' ẽ p ã h ã,wird fliegen,will fly,akan terbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_3,kipaˀẽˀẽpã,kipa'ẽ'ẽpã,k i p a ' ẽ ' ẽ p ã,fliegen lassen,let fly,biarkan terbang,kipahẽˀẽpã; kabapaˀẽˀẽpã,kipahẽ'ẽpã; kabapa'ẽ'ẽpã,k i p a h ẽ ' ẽ p ã ; # k a b a p a ' ẽ ' ẽ p ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_4,kia kipahẽˀẽpã (iˀioo) ukẽˀẽpã eˀana,kia kipahẽ'ẽpã (i'ioo) ukẽ'ẽpã e'ana,k i a # k i p a h ẽ ' ẽ p ã # ( i ' i o o ) # u k ẽ ' ẽ p ã # e ' a n a,er läßt jenen Vogel fliegen,he lets that bird fly,dia membiarkan burung itu terbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_5,kabaˀẽˀẽˀẽpã,kaba'ẽ'ẽ'ẽpã,k a b a ' ẽ ' ẽ ' ẽ p ã,flattern,flutter,berkibar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_6,ˀua kiˀẽˀẽpã́di,'ua ki'ẽ'ẽpã́di,' u a # k i ' ẽ ' ẽ p ã ́ d i,"ich umflattere , umfliege","I flutter around , fly around",Aku terbang melingkar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_7,kiˀẽˀẽpãhãˀã,ki'ẽ'ẽpãhã'ã,k i ' ẽ ' ẽ p ã h ã ' ã,mittels etwas fliegen,fly by means of something,terbang dengan menggunakan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_8,eaˀẽˀẽpã,ea'ẽ'ẽpã,e a ' ẽ ' ẽ p ã,"das Fliegen , der Flug","flying , flight","terbang , penerbangan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687617642,17_1687617642_9,epaˀepa,epa'epa,e p a ' e p a,"""Fluginstrument"" = Flügel","""Flight instrument"" = wing(s)","""Instrumen penerbangan"" = sayap",eˀẽpãˀẽpã,e'ẽpã'ẽpã,e ' ẽ p ã ' ẽ p ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oǃ ; SMtw keppa,Oǃ ; SMtw keppa,Oǃ ; SMtw keppa,NA,NA,NA,motion verb ; fly,NA,NA,NA
17_1687618232,17_1687618232_0,kabéˀe:u,kabe'e:u,k a b e ' e:u,stehen,to stand,berdiri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl ˀẽnũ,cf. ˀẽnũ,lih. ˀẽnũ,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_1,abéˀe:uaˀa,abe'e:ua'a,a b e ' e:u a ' a,steht aufǃ,stand up! (pl),berdiri!,abebéˀe:uaˀa,abebe'e:ua'a,a b e b e ' e:u a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_10,epabeˀé:uo,epabe'e:uo,e p a b e ' e:u o,zu Errichtendes,thing to be built,hal yang akan didirikan (dibangun red.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_2,kababeˀe:u,kababe'e:u,k a b a b e ' e:u,sich erheben,rise,naik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129z6: aufheben,129z6: lift up,129z6: angkat,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_3,dababéˀe:u,dababe'e:u,d a b a b e ' e:u,sie standen auf,they stood up,mereka berdiri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_4,kipabéˀe:u,kipabe'e:u,k i p a b e ' e:u,"errichten , bauen , etwas aufrichten","erect , build , raise something","mendirikan , membangun , meningkatkan sesuatu",kipahabéˀe:u u-,kipahabe'e:u u-,k i p a h a b e ' e:u # u -,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture verb; standing,NA,NA,NA
17_1687618232,17_1687618232_5,kipabéˀe:u ebaka,kipabe'e:u ebaka,k i p a b e ' e:u # e b a k a,die Augen heben,raise the eyes,angkat mata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture verb; standing,NA,NA,NA
