ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
1976,19_1684107618,k,172,6,kua,kua,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u a,19_1684107618_0,kipakua,kipakua,k i p a k u a,befestigen,fasten,kencangkan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,19_1684107618,k,172,6,kua,kua,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u a,19_1684107618_1,kiApakuaˀa,kiApakua'a,k i A p a k u a ' a,"befestigen , anlegen (Schmuck)","fasten , put on (jewellery)","kencangkan , kenakan (perhiasan)",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_0,kikua,kikua,k i k u a,"eintreten , hineingehen ; (Gestirne) untergehen ; beginnen","enter , go in ; (stars) set ; begin","masuk , masuk ; (bintang) muncul ; mulai",kabakua,kabakua,k a b a k u a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion; metaphor (?),NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_1,hoo bukua,hoo bukua,h o o # b u k u a,"trat ein , begann","entered , began","masuk , mulai",kubua,kubua,k u b u a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion; metaphor (?),NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_10,epakuali,epakuali,e p a k u a l i,freiwillige Gabe,voluntary gift,pemberian sukarela,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,84z26,84z26,84z26,cultural item,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_2,kakubua,kakubua,k a k u b u a,er tritt ein,he enters,dia masuk,kabukua,kabukua,k a b u k u a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_3,kikúaha:i,kikúaha:i,k i k ú a h a:i,"eintreten bei jmd , eindringen bei jmd","enter someone's (house) , invade someone's (house)","memasuki (rumah) seseorang , menyerang/menginvasi (rumah) seseorang",kabakúaha:i,kabakúaha:i,k a b a k ú a h a:i,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_4,ekuaha,ekuaha,e k u a h a,Empfänger(in),recipient (m/f),penerima (laki-laki/perempuan),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_5,kipakua,kipakua,k i p a k u a,"hineintun , hineinbohren","to put in , drill into","memasukkan , mengebor ke dalam",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_6,kidikuapi,kidikuapi,k i d i k u a p i,"es wird eingedrungen , man dringt ein","it is penetrated , one penetrates","itu ditembus , seseorang menembus",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_7,kapakuaˀa,kapakua'a,k a p a k u a ' a,etwas in etwas hineintun,put something into something,memasukkan sesuatu ke dalam sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_8,kakubuaˀa,kakubua'a,k a k u b u a ' a,hineinjagen,chase into,menggiring masuk,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,chasing,NA,NA,NA,NA,NA
1977,19_1684108637,k,172,7,kua,kua,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s kuˀa¹ ; kũˀũã, koˀa¹","see kuˀa¹ ; kũˀũã , koˀa¹","lihat kuˀa¹ ; kũˀũã , koˀa¹",k u a,19_1684108637_9,kipakuadi,kipakuadi,k i p a k u a d i,anbieten,to offer,menawarkan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,85z3,85z3,85z3,transfer,NA,NA,NA,NA,NA
1978,19_1684108723,k,173,1,kua,kua,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u a,19_1684108723_0,kua[baˀa],kua[ba'a],k u a [ b a ' a ],"nicht , nein","not , no","tidak , tidak","keo, kea, kee, kue","keo, kea, kee, kue","k e o , # k e a , # k e e , # k u e",NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,negation,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_0,kikũã,kikũã,k i k ũ ã,"zählen , rechnen","pay , calculate","membayar , menghitung","kanũã, karua","kanũã, karua","k a n ũ ã , # k a r u a",NA,NA,NA,"kanũã, karua (P2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_1,hõ mũkũã,hõ mũkũã,h õ # m ũ k ũ ã,gezählt haben,have counted,telah menghitung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_2,kinĩkũã,kinĩkũã,k i n ĩ k ũ ã,gerechnet werden,to be counted,dihitung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_3,eanũã,eanũã,e a n ũ ã,"das Zählen , Rechnen","the counting , calculating","penghitungan , penghitungan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_4,ekṹãhã:õ,ekṹãhã:õ,e k ṹ ã h ã:õ,zu Zählendes,things to be counted,hal-hal yang harus dihitung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1979,19_1684293297,k,173,2,kũã,kũã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ã,19_1684293297_5,ekũãˀã́hõ,ekũã'ã́hõ,e k ũ ã ' ã ́ h õ,(noun) zum Messen zu Benutzende,the one to be used for measuring,yang akan digunakan untuk mengukur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kõõ?,NA,NA,NA,NA,NA,NA,NA,counting,NA,NA,NA,NA,NA
1980,19_1684294139,k,173,3,kuˀa,ku'a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s  kua² ; kṹˀũã²,see  kua² ; kṹˀũã²,lihat kua² ; kṹˀũã²,k u ' a,19_1684294139_0,kikuˀa,kiku'a,k i k u ' a,beginnen,to start,memulai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,begin,NA,NA,NA,NA,NA
1980,19_1684294139,k,173,3,kuˀa,ku'a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s  kua² ; kṹˀũã²,see  kua² ; kṹˀũã²,lihat kua² ; kṹˀũã²,k u ' a,19_1684294139_1,eukuˀa,euku'a,e u k u ' a,Beginn,"start , beginning","awal , mula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,begin,NA,NA,NA,NA,NA
1981,19_1684294379,k,173,4,kuˀa,ku'a,NA,NA,NA,NA,kúˀua,kú'ua,k ú ' u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u ' a,19_1684294379_0,kipakuˀa,kipaku'a,k i p a k u ' a,"wegwerfen , fortwerfen","throw away , discard","buang , buang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA,NA,NA
1981,19_1684294379,k,173,4,kuˀa,ku'a,NA,NA,NA,NA,kúˀua,kú'ua,k ú ' u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u ' a,19_1684294379_1,edipakuˀa,edipaku'a,e d i p a k u ' a,(noun) Weggeworfene,the discarded one,yang dibuang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA,NA,NA
1981,19_1684294379,k,173,4,kuˀa,ku'a,NA,NA,NA,NA,kúˀua,kú'ua,k ú ' u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u ' a,19_1684294379_2,eapakuˀa,eapaku'a,e a p a k u ' a,Fortwerfensmittel,Disposal means,Sarana pembuangan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA,NA,NA
1982,19_1684322604,k,173,5,kuˀa,ku'a,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s kuˀaˀa,see kuˀaˀa,lihat kuˀaˀa,k u ' a,19_1684322604_0,kipakuˀa,kipaku'a,k i p a k u ' a,veranlassen,arrange,mengatur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90z37,90z37,90z37,arrange; order,NA,NA,NA,NA,NA
1982,19_1684322604,k,173,5,kuˀa,ku'a,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s kuˀaˀa,see kuˀaˀa,lihat kuˀaˀa,k u ' a,19_1684322604_1,kapakuˀa,kapaku'a,k a p a k u ' a,vorschlagen,suggest,menyarankan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108z36,108z36,108z36,arrange; suggest (metaphor?),NA,NA,NA,NA,NA
1983,19_1684322910,k,173,6,kũˀa,kũ'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ' a,19_1684322910_0,kakũˀa,kakũ'a,k a k ũ ' a,senkrecht stehen,stand upright,berdiri tegak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G67,G67,G67,posture,NA,NA,NA,NA,NA
1983,19_1684322910,k,173,6,kũˀa,kũ'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ũ ' a,19_1684322910_1,eakũˀakũˀa,eakũ'akũ'a,e a k ũ ' a k ũ ' a,Steifheit,stiffness,kekakuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture; state (metaphor?),NA,NA,NA,NA,NA
1984,19_1684323102,k,173,7,kúaˀa,kúa'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ú a ' a,19_1684323102_0,kipakúa?a,kipakúa?a,k i p a k ú a ? a,"(Hunde) bellen , blaffen",(dogs) to bark,(anjing) menggonggong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML menyalak,ML menyalak,ML menyalak,NA,NA,NA,sound,NA,NA,NA,NA,NA
1984,19_1684323102,k,173,7,kúaˀa,kúa'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k ú a ' a,19_1684323102_1,epakúaˀa,epakúa'a,e p a k ú a ' a,das Bellen,the barking,gonggongan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sound,NA,NA,NA,NA,NA
1985,19_1684323235,k,173,8,kṹãˀã,kṹã'ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kṹãˀã > ekṹãˀakũ̀ãˀã,kṹãˀã > ekṹãˀakũ̀ãˀã,kṹãˀã > ekṹãˀakũ̀ãˀã,NA,NA,NA,k ṹ ã ' ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_0,kikuˀaˀa,kiku'a'a,k i k u ' a ' a,beauftragen,instruct,menyuruh/menginstruksikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_1,kipakuˀáˀa,kipaku'á'a,k i p a k u ' á ' a,"beauftragen , befehlen","instruct , command","menyuruh , memerintahkan","kipakuˀUá?a, kipakukuˀaˀa","kipaku'Uá?a, kipakuku'a'a","k i p a k u ' U á ? a , # k i p a k u k u ' a ' a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_2,kipahakuˀaˀa,kipahaku'a'a,k i p a h a k u ' a ' a,jmd beauftragen,instruct someone,menyuruh/menginstruksikan seseorang,kipahakuˀaˀa:o iˀioo u-,kipahaku'a'a:o i'ioo u-,k i p a h a k u ' a ' a:o # i ' i o o # u -,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_3,hoo pakuˀaˀa,hoo paku'a'a,h o o # p a k u ' a ' a,beauftrage bereits,already commissioned,sudah menugaskan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_4,kidipakuˀaˀa,kidipaku'a'a,k i d i p a k u ' a ' a,beauftragt werden,to be commissioned,ditugaskan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_5,edipakuˀaˀa,edipaku'a'a,e d i p a k u ' a ' a,(noun) Beauftragte,the (person/entity) commissioned/tasked (noun),(orang/entitas) yang ditugaskan/ditugaskan (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1986,19_1684323684,k,173,9,kuˀáˀa,ku'á'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kuˀa³?,NA,NA,NA,NA,NA,NA,NA,k u ' á ' a,19_1684323684_6,edipakuˀaˀalia,edipaku'a'alia,e d i p a k u ' a ' a l i a,von ihm aufgefordert,requested by him,diminta olehnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89z1,89z1,89z1,command; instruct; order,NA,NA,NA,NA,NA
1987,19_1684358990,k,174,1,kuˀaˀa:o,ku'a'a:o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u ' a ' a:o,19_1684358990_0,kipahakuˀaˀa:o,kipahaku'a'a:o,k i p a h a k u ' a ' a:o,jmd beauftragen,instruct/commission/task sbd,menginstruksikan/menugaskan seseorang,kipahakuˀaˀa iˀioo u-,kipahaku'a'a i'ioo u-,k i p a h a k u ' a ' a # i ' i o o # u -,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,command; instruct; order,NA,NA,NA,NA,NA
1988,19_1684359116,k,174,2,ekṹãˀaˀkũ̀ãˀã,ekṹã'a'kũ̀ã'ã,NA,Kern,core,inti,ekõˀõkãˀã,ekõ'õkã'ã,e k õ ' õ k ã ' ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k ṹ ã ' a ' k ũ ̀ ã ' ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,19_1684359201,k,174,3,ekuˀábo,eku'ábo,NA,Speer,spear,tombak,ekuˀuabo,eku'uabo,e k u ' u a b o,NA,NA,NA,ekuˀuabo (arch),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k u ' á b o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,19_1684359238,k,174,4,kuadi,kuadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kua²,NA,NA,NA,NA,NA,NA,NA,k u a d i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,19_1684359328,k,174,5,ekúaha,ekúaha,NA,NA,NA,NA,ekaukahaha,ekaukahaha,e k a u k a h a h a,NA,NA,NA,NA,NA,NA,NA,kua²,NA,NA,NA,NA,NA,NA,NA,e k ú a h a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,19_1684359405,k,174,6,ekũˀãhã,ekũ'ãhã,NA,das Floß,the raft,rakit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e k ũ ' ã h ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,19_1684359561,k,174,7,kuaha:i,kuaha:i,NA,NA,NA,NA,kuahai,kuahai,k u a h a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u a h a:i,19_1684359561_0,kipakúaha:i,kipakúaha:i,k i p a k ú a h a:i,"etwas gegenseitig tun , sich vermischen , sich vermengen ; fest verwirrt (wie beim Flechten) , vermengt","to do something to each other , to mix , to blend ; firmly tangled (as in weaving) , blended","melakukan sesuatu terhadap satu sama lain , mencampur , membaurkan ; terjalin erat (seperti dalam menenun) , bercampur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G32,G32,G32,mixing,NA,NA,NA,NA,NA
1993,19_1684359561,k,174,7,kuaha:i,kuaha:i,NA,NA,NA,NA,kuahai,kuahai,k u a h a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,k u a h a:i,19_1684359561_1,kipakúaha:i upaha:onã,kipakúaha:i upaha:onã,k i p a k ú a h a:i # u p a h a:o n ã,heiraten,marry,menikah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixing; marriage (metaphor?),NA,NA,NA,NA,NA
1994,19_1684359725,k,174,8,ekuahá:iyo,ekuahá:iyo,NA,Fingerkoralle,Finger coral,Karang jari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML Karang Jari,ML Karang Jari,ML Karang Jari,NA,NA,NA,e k u a h á:i y o,19_1684359725_0,ekuaha:iyo,ekuaha:iyo,e k u a h a:i y o,weißer Korallenstock,white coral,karang putih,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fauna (?),NA,NA,NA,NA,NA
1994,19_1684359725,k,174,8,ekuahá:iyo,ekuahá:iyo,NA,Fingerkoralle,Finger coral,Karang jari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML Karang Jari,ML Karang Jari,ML Karang Jari,NA,NA,NA,e k u a h á:i y o,19_1684359725_1,ekuaha:iyo kaˀikoko,ekuaha:iyo ka'ikoko,e k u a h a:i y o # k a ' i k o k o,rote Koralle,red coral,karang merah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fauna (?),NA,NA,NA,NA,NA
