stem_id	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept
17_1688913100	17_1688913100_2	kamãˀãnĩxãĩxĩ	jmd im Traum erscheinen	to appear to someone in a dream	menampakkan diri kepada seseorang dalam mimpi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111z31	111z31	111z31	cognition	NA	NA	NA
17_1688913100	17_1688913100_3	enãˀãnĩxãĩ	das , wovon geträumt wird	what is dreamt about	apa yang diimpikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688913100	17_1688913100_4	edixoo mãˀãnĩxãĩ	das , wovon geträumt wurde	what was dreamt about	apa yang diimpikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
17_1688913575	17_1688913575_0	kanĩkã	deutlich , hell , offen	clear , bright , open	jelas , cerah , terbuka	kamãnĩkã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light ; metaphor (?)	NA	NA	NA
17_1688913575	17_1688913575_1	kamãnĩkã edopo	es wird Tag , hell	it becomes day , bright	hari sudah mulai siang , cerah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light	NA	NA	NA
17_1688913575	17_1688913575_2	hoo mãnĩkã	es ist bereits hell	it is already light	itu sudah terang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light	NA	NA	NA
17_1688913575	17_1688913575_3	kipanĩkã	erhellen , zwinkern	brighten , wink	mencerahkan , mengedipkan mata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106z36:	106z36: wink	106z36: mengedipkan mata	light	NA	NA	NA
17_1688913575	17_1688913575_4	ehii amãnĩkã	das wieder Hellsein	the being-bright-again	yang menjadi terang kembali	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light	NA	NA	NA
17_1688913575	17_1688913575_5	epanĩkã	Beleuchtensinstrument (Lampe?)	Illuminating instrument (lamp?)	alat penerangan (lampu ?)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light ; metonymy (?)	NA	NA	NA
17_1688915382	17_1688915382_0	kanĩkĩ	zittern , beben	tremble , shake	gemetar , goyang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	non-translational motion	NA	NA	NA
17_1688915382	17_1688915382_1	kanĩkĩnĩkĩ	stark zittern	tremble strongly	berge(me)tar kuat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	non-translational motion	NA	NA	NA
17_1688915382	17_1688915382_2	kipanĩkĩ	zittern lassen	make tremble	membuat gemetar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	non-translational motion	NA	NA	NA
17_1688915558	17_1688915558_0	kaˀanĩkõˀãˀã	leck sein , ein Leck haben	leak , have a leak	bocor , mengalami kebocoran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19_1683685714	19_1683685714_0	kanõnĩkĩ	bohren	to drill	mengebor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
19_1683685714	19_1683685714_1	eanõnĩkía uˀobi	Feuerbohrer	Fire drill	mengebor (lubang) api	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
19_1683685714	19_1683685714_2	ehopa uanõnĩkía uˀobi	Loch fürs Feuerquirlen	Hole for fire whisking	Lubang untuk mengocok api	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
19_1683685990	19_1683685990_0	eõkõnõ	Band	Belt ; Tape	Sabuk ; Pita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19_1683685990	19_1683685990_1	eõkõnõ ukitai	Darm	Intestine	Usus	eokono ukitai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683685990	19_1683685990_2	eõkõnõ upuko	Nabelschnur	Umbilical cord	Tali pusat	eokono upuko ; eokonopuko̟̟	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683686373	19_1683686373_0	kanõnõnã	(Früchte) herabfallen	(fruits) fall off	(buah-buahan) jatuh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
19_1683686373	19_1683686373_1	ehṹã kinõnṍnã	die Früchte fallen ab	the fruits fall off	buahnya jatuh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G45	G45	G45	motion	NA	NA	NA
19_1683686865	19_1683686865_0	kikõnõnã	schlaff , ungespannt , locker	limp , unstretched , loose	lemas , tidak meregang , longgar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686865	19_1683686865_1	hoo mũkõnṍnã	ist bereits schlaff	is already limp	sudah lemas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686865	19_1683686865_2	kikõnõnãˀã	lockern , loslassen	loosen , let go	melonggarkan , lepaskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686865	19_1683686865_3	ˀua kikõnõnãˀã ekadĩ	ich lockere das Tau	I loosen the rope	Saya melonggarkan talinya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686865	19_1683686865_4	enĩkõnõnãˀã	(noun) Gelockerte	the loosened one	yang dilonggarkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686865	19_1683686865_5	ekõnõnãˀãhõ	(noun) zu Lockernde	the one to be loosened	yang akan dilonggarkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683686986	19_1683686986_0	kikõnõnãpẽ	die weit entfernt sind	who are far away	yang jauh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	distance	NA	NA	NA
19_1683687373	19_1683687373_0	kipakõnõñĩ	jmd benachteiligen	disadvantage someone	merugikan (menghukum) seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
19_1683687373	19_1683687373_1	kua ipakõnõnaĩ edaˀaˀahabu	damit deine Schwester nicht benachteiligt ist	so that your sister is not disadvantaged	agar saudara perempuan Anda tidak dirugikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89z22	89z22	89z22	state	NA	NA	NA
19_1683687701	19_1683687701_0	kikõnõˀoõhã́ˀã	etwas auffangen	catch something	menangkap sesuatu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	catching	NA	NA	NA
19_1683687701	19_1683687701_1	ˀua kikõnõˀoõhã́ˀã eboo	ich fange Wasser auf	I catch water	Aku menangkap air	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	catching	NA	NA	NA
19_1683687701	19_1683687701_2	edikõnõˀoõhã́ˀã	(noun) Aufgefangene	the caught/intercepted one	yang tertangkap/tercegat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	catching	NA	NA	NA
19_1683687701	19_1683687701_3	eõkõnõˀṍhõ:ĩ	Gefäß zum Auffangen	Container for collecting	Wadah untuk mengumpulkan	ekanõˀṍhõ:ĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	container	NA	NA	NA
19_1683689302	19_1683689302_0	ikõnõˀo:i	es prickelt	it tingles	itu menggelitik	ixoróˀo:i	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	body-part sensasion	NA	NA	NA
19_1683690437	19_1683690437_0	kikoˀo	pflanzen (mit einem Grabstock)	plant (with a digging stick)	menanam (dengan tongkat penggali)	kabakoˀo ; kadodoˀou	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_1	hoo ba[do]doˀo	er pflanzte	he planted	ia menanam	kakuboˀo ;  kabukoˀo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_10	ekeˀenío	frisch angelegter Garten	freshly planted garden	kebun/taman yang baru ditanami	NA	NA	NA	NA	(arch, G1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	G1	G1	G1	plant; garden	NA	NA	NA
19_1683690437	19_1683690437_2	kidikoˀo	gepflanzt werden	be planted	ditanam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_3	kadoˀoi	bepflanzen	to plant	menanam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_4	ˀua kadoˀoi epia eˀana iˀioo upoo	ich bepflanze den Garten mit Kokospalmen	I plant the garden with coconut palms	Saya menanami kebun dengan pohon kelapa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_5	eadoˀo	das Pflanzen	the planting	penanaman	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_6	edikoˀo	(noun) Gepflanzte	the planted one	yang ditanam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_7	eokoˀo	Grabstock (aus Holz)	Digging stick (made of wood)	Tongkat penggali (terbuat dari kayu)	epaokoˀo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
19_1683690437	19_1683690437_8	ekoˀoho	(""zu Pflanzendes"" =) Pflanze	(""to be planted"" =) the plant	(""untuk ditanam"" =) tanaman	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA
19_1683690437	19_1683690437_9	eadəˀəa	Platz zum Pflanzen	Place to plant	Tempat untuk menanam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant; location	NA	NA	NA
19_1683690649	19_1683690649_0	kikõˀoo	spalten	to split	membelah/membagi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19_1683690649	19_1683690649_1	epakõˀõ	Keil	wedge	irisan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19_1683690813	19_1683690813_0	kanõˀoohaaˀã	fange auf!	catch! (sg)	tangkap! (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	catching	NA	NA	NA
19_1683691054	19_1683691054_0	kikooˀõˀaa	einknicken , abbrechen (intr)	buckle , break off (intr)	gesper , putus (intr)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
19_1683691263	19_1683691263_0	kikaroˀo:ixi	ausbreiten	spread out	menyebar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dispersal	NA	NA	NA
19_1683691263	19_1683691263_1	eokoroˀo:i	Blattunterlage (beim Essen)	sheet underlay/leaf base (when eating)	alas lembaran / alas daun (saat makan)	ekoˀodixi ;  ekoˀorixi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item; culinary	NA	NA	NA
19_1683691571	19_1683691571_0	kikoˀodixi	auf Unterlagen legen	lay on underlay	berbaring di atas dasar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture; position	NA	NA	NA
19_1683691571	19_1683691571_1	kidikoˀodixi	so gelegt werden	be laid like this	diletakkan seperti ini	kilikoˀolixi	NA	NA	NA	(DIA)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture; position	NA	NA	NA
19_1683691571	19_1683691571_2	ekoˀodixi	Blattunterlage (beim Essen)	sheet underlay/leaf base (when eating)	alas lembaran / alas daun (saat makan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item; culinary	NA	NA	NA
19_1683691819	19_1683691819_0	kipakõˀõhaˀa	finden , auf  etwas stoßen	find , come across something	menemukan , menemukan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106z27 , 112z6	106z27 , 112z6	106z27 , 112z6	finding	NA	NA	NA
19_1683691819	19_1683691819_1	kipakõˀõhaˀa eaˀuˀua upahaonã́	ihre Ehe war gut	her/their marriage was good	pernikahannya baik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89z37	89z37	89z37	kinship; marriage	NA	NA	NA
19_1683691923	19_1683691923_0	kipakˀõõhõáˀa	etwas finden , antreffen	find , come across something	menemukan , menemukan sesuatu	kipakõhãˀã:õ	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	finding	NA	NA	NA
19_1683692176	19_1683692176_0	kikoˀohoi	freilegen (Gelände) , lichten , umbringen	uncover (terrain) , clear , kill	mengungkap (medan) , membersihkan , membunuh	kieˀei ?	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	137z27:	137z27: kill	137z27: membunuh	finding; metaphor (?)	NA	NA	NA
19_1683692176	19_1683692176_1	ekoˀohoi	Haumesser	cutter/cleaver	pemotong/parang	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	arch	archaic	kuno	G15	G15	G15	instrument; knife	NA	NA	NA
19_1683692377	19_1683692377_0	kikoˀo:i	mit Hunger plagen	plague with hunger	wabah kelaparan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hunger	NA	NA	NA
19_1683761423	19_1683761423_0	kahakṍˀõ:ĩ	schnarchen	to snore	mendengkur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snoring; body-part activity; sound	NA	NA	NA
19_1683761423	19_1683761423_1	kahakõˀṍ:ĩ́ãˀã	zum Schnarchen	for snoring	mendengkur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snoring; body-part activity; sound	NA	NA	NA
19_1683761423	19_1683761423_2	ˀua kahakõˀṍ:ĩ́ãˀã	ich schnarche mit meiner Nase	I snore with my nose	Saya mendengkur dengan hidung saya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snoring; body-part activity; sound	NA	NA	NA
19_1683761423	19_1683761423_3	ehakṍˀõ:ĩ	das Schnarchen	the snoring	dengkuran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 ē(j)ahakoqie 'leven , ziel'	H16 ē(j)ahakoqie 'life , soul'	H16 ē(j)ahakoqie 'hidup , jiwa'	snoring; body-part activity; sound	NA	NA	body-part ; CHECK THIS
19_1683761423	19_1683761423_4	enãhãkõˀṍ:ĩ́ãˀã	(noun) zum Schnarchen Benutzte	the one used for snoring	yang digunakan untuk mendengkur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	snoring; body-part activity; sound	NA	NA	NA
19_1683761529	19_1683761529_0	ikoˀo:ixáhadia éiˀie	heute Nacht	tonight	malam ini	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	§ 29b	§ 29b	§ 29b	temporal	NA	NA	NA
19_1683761862	19_1683761862_0	hoo mãˀãkõˀṍ:ĩ́ˀĩ	bereits weiße Haare haben	already have white hair	sudah memiliki rambut putih (sudah beruban)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683762001	19_1683762001_0	kabukoˀokaˀa	er betet	he prays	dia berdoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	praying; religious	NA	NA	NA
19_1683762001	19_1683762001_1	hoo bukoˀokaˀa	gebetet haben	have prayed	telah berdoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	praying; religious	NA	NA	NA
19_1683762001	19_1683762001_2	ˀukuboˀokaˀa	ich bete	I pray	Aku berdoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	praying; religious	NA	NA	NA
19_1683762001	19_1683762001_3	earoˀokaˀa	das Beten	the praying	doa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	praying; religious	NA	NA	NA
19_1683762397	19_1683762397_0	ikoˀoki	hinter	behind	di belakang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	space; body-part	NA	NA	NA
19_1683762397	19_1683762397_1	ekoˀoki uudu	Nacken (Rückseite des Kopfes)	Neck (back of head)	Tengkuk (leher [bagian belakang kepala])	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683763115	19_1683763115_0	kikõˀõˀõ	Schluckauf haben	to have hick-ups	Mengalami cegukan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part activity	NA	NA	NA
19_1683781303	19_1683781303_0	ekõpẽnẽ ubaka	Augenbraue	Eyebrow	Alis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683781496	19_1683781496_0	ekopikopi	Krume , Brocken , Abfall	Crumbs , lumps , waste	Remah-remah , gumpalan , limbah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
19_1683781496	19_1683781496_1	kikopi	zerbrechen (tr) , etwas zerbröckeln	break (tr) , crumble something	menghancurkan (transitif) , hancurkan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	break	NA	NA	NA
19_1683781496	19_1683781496_2	kabukopi	dgl	and the like	dan sejenisnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19_1683781623	19_1683781623_0	eapahakao:piaˀa	Heirat	marriage	pernikahan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88z15	88z15	88z15	kinship; marriage	NA	NA	NA
19_1683782455	19_1683782455_0	kikõpi	zu- , bedecken	to cover (up)	menutupi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_1	hoo mũkõpĩ	deckte bereits zu	already covered	sudah melingkupi	kũmõpĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_10	eanõpĩã	Zudeckensort	Cover location	tempat penutup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_11	eanõpi	das Zudecken	the covering	penutupnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_2	nãkũmõpĩ	sie bedecken	cover them	menutupi mereka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107z18	107z18	107z18	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_3	kinĩkõpĩ	wird zugedeckt	is covered	tertutup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_4	kikõpĩ́ãˀã	mit etwas zudecken	to cover with something	menutupi dengan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_5	kanõpĩ u-	etwas zudecken	to cover something	menutupi sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_6	eõkõpĩ	was zum Zudecken dient	what is used to cover up	yang digunakan untuk menutup (penutup)	epãõkõpĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering; lid	NA	NA	NA
19_1683782455	19_1683782455_7	enĩkõpĩ	(noun) Zugedeckte	Covered ones	Yang tertutup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_8	enĩkõpĩ́ãˀã	(noun) zum Zudecken Benutzte	the one used for covering	yang digunakan untuk menutupi (penutup)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782455	19_1683782455_9	ekõpĩõ	(noun) Zuzudeckende	To be covered one	Yang akan ditutup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	closing; covering	NA	NA	NA
19_1683782567	19_1683782567_0	karopiˀi u-	etwas schlürfen	sip something	menyesap sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ingestion	NA	NA	NA
19_1683783190	19_1683783190_0	kikõpõ	begraben , bestatten	to bury	mengubur	kanõpõ u-	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_1	hoo mũkõpõ	begrub bereits	already buried	sudah mengubur	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_2	edikõpõ	(noun) Begrabene	the buried one	yang terkubur	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_3	ekõpõhõ	zu Begrabendes	(thing) to be buried	(benda) yang akan dikuburkan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_4	eõkõpõ	Begrabensinstrument	Burial instrument	Instrumen penguburan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_5	eanõpõã	Begrabensort	burial place	tempat pemakaman	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	bury	NA	NA	NA
19_1683783190	19_1683783190_6	eanõpõ	das Begraben , Bestattung	burial , burial	kuburan , kuburan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	86z226:	86z226: burial	86z226: pemakaman/kuburan	bury	NA	NA	NA
19_1683783602	19_1683783602_0	ekoporiˀío uudu	Gehirn	brain	otak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
19_1683783886	19_1683783886_0	epakõpũ	das Nötigen , Einladen	the necessitating/obligating , the inviting	yang mengharuskan/mewajibkan , yang mengundang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	metaphor	NA	NA	NA
19_1683784381	19_1683784381_0	kikore	(auf der Schulter) tragen , etwas auferlegen	carry (on the shoulder) , impose something	membawa (di bahu) , memaksakan sesuatu	kabakore; kabarore ; kadore u-	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying; body-part; metaphor (?)	NA	NA	NA
19_1683784381	19_1683784381_1	hoo bukore	bereits so tragen	already carry like this	sudah membawa seperti ini	kubore	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying	NA	NA	NA
19_1683784381	19_1683784381_10	ekoreka	Schulterlast , Traglast	shoulder load , carrying load	beban bahu , membawa beban	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying; body-part	NA	NA	NA
19_1683784381	19_1683784381_11	kahakoreka	ein Stück	a piece	sepotong	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	Hilfszählwort für Körbe , nicht in § 34 aufgeführt	Auxiliary counting word/noun classifier for baskets , not listed in § 34	Kata bantu pengelompokan nomina (noun classifier) untuk keranjang, tidak tercantum dalam § 34	quantity	NA	NA	grammar
19_1683784381	19_1683784381_2	hoo barore	geschultert haben	have shouldered	telah memikul	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying; body-part	NA	NA	NA
19_1683784381	19_1683784381_3	kikorekaˀa	etwas schultern	shoulder something	bahu sesuatu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying; body-part	NA	NA	NA
19_1683784381	19_1683784381_4	kidikorekaˀa	geschultert werden	to be shouldered	untuk dipikul	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying; body-part	NA	NA	NA
19_1683784381	19_1683784381_5	earore	das so Tragen	the being-carried-like-this	yang dibawa-seperti-ini	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	carrying	NA	NA	NA
